,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
53101,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,H,D,D,C,E,E,A,D,F,C,A,B,D,E,J,F,A,BI,CS,A,AF,AE,A,J,CK,0.282512,0.488789,0.711159,0.412789,0.422268,0.213293,0.299179,0.29758,0.34365,0.30529,0.24541,0.241676,0.222124,0.213782,2352.81
53782,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,A,D,T,K,A,A,A,K,E,E,K,E,BI,BT,A,N,AG,E,Q,LW,0.716981,0.737068,0.280933,0.215482,0.281143,0.937881,0.965425,0.3128,0.71934,0.79863,0.843548,0.832658,0.891549,0.598683,2126.03
54259,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,B,C,E,E,D,T,I,F,A,A,E,E,J,L,K,BI,CO,C,Y,AS,A,O,DF,0.277834,0.488789,0.484196,0.383428,0.491114,0.354984,0.384683,0.47073,0.32128,0.46672,0.284869,0.279884,0.654753,0.431802,2318.67
54593,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,B,G,F,F,J,K,BI,CO,C,K,Y,A,N,HK,0.589332,0.785784,0.792378,0.809278,0.551723,0.72074,0.566506,0.55421,0.5126,0.80218,0.771508,0.758883,0.731059,0.360697,4886.62
54669,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,J,A,A,A,D,E,J,K,K,BI,CQ,C,AS,AJ,A,P,CR,0.270907,0.785784,0.728827,0.442784,0.397069,0.332702,0.30198,0.39455,0.33237,0.31961,0.301022,0.295524,0.585809,0.725502,2064.3
54740,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,C,E,E,A,D,J,D,A,B,D,E,J,F,A,AB,AM,A,U,K,A,J,DC,0.359329,0.299102,0.419161,0.83324,0.281143,0.218068,0.261582,0.4293,0.33987,0.29595,0.24541,0.241676,0.210818,0.297916,2629.9
54930,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,A,B,C,B,D,D,A,A,A,B,H,C,D,C,E,C,D,T,F,D,A,B,G,F,G,K,K,BI,EB,A,E,AE,A,N,HK,0.458463,0.422197,0.61366,0.327354,0.725503,0.697709,0.538939,0.35533,0.38249,0.73971,0.661688,0.648446,0.736269,0.798013,7707.16
55308,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,B,E,F,H,F,B,BI,CS,A,E,AE,C,K,DJ,0.54667,0.785784,0.634224,0.373816,0.302678,0.360931,0.413194,0.26847,0.46226,0.50556,0.366788,0.359249,0.345247,0.811005,737.54
55556,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,C,A,B,B,B,A,A,A,G,H,D,B,D,E,E,A,P,I,A,A,A,C,E,L,H,B,K,EB,E,E,AE,A,L,CI,0.281338,0.245921,0.506105,0.354893,0.302678,0.181664,0.31153,0.27797,0.32128,0.24355,0.180456,0.178698,0.30435,0.818151,551.75
55687,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,B,A,G,H,D,D,C,E,C,A,D,L,F,A,A,C,H,H,F,H,BI,EB,A,AS,AS,A,I,AC,0.276672,0.358319,0.944251,0.442784,0.281143,0.317225,0.485598,0.49462,0.38448,0.34424,0.644013,0.630853,0.206416,0.716829,2322.25
55764,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,A,A,A,K,H,F,J,K,BI,CO,I,N,AJ,A,O,MD,0.438385,0.488789,0.336963,0.383428,0.517162,0.704364,0.586624,0.34987,0.44767,0.53881,0.863052,0.871011,0.654753,0.602642,1400.76
55859,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,A,B,A,A,A,B,A,D,B,C,E,C,A,J,J,A,A,B,K,K,F,D,H,BI,CL,A,AP,K,A,F,LY,0.34347,0.199504,0.356819,0.802892,0.281143,0.333747,0.806186,0.2732,0.34745,0.55533,0.82184,0.887214,0.116431,0.356512,1644.1
56640,A,B,A,A,B,A,A,A,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,D,D,B,C,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,L,O,A,B,D,E,J,G,B,BI,EG,A,AP,BM,A,L,CK,0.347403,0.827585,0.61366,0.473202,0.939556,0.242437,0.300422,0.24564,0.30859,0.32935,0.223038,0.220003,0.333292,0.35792,6614.27
56669,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,A,D,T,C,C,A,A,K,G,E,J,E,BI,BT,C,J,AG,A,P,LW,0.733162,0.827585,0.57136,0.215482,0.281143,0.926294,0.973489,0.3128,0.68237,0.8351,0.94945,0.944062,0.848129,0.384634,4274.17
56683,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,C,B,A,B,A,A,A,A,A,A,D,A,D,A,A,G,H,C,C,C,E,E,C,T,G,A,A,A,H,F,H,H,G,BI,A,A,E,BM,A,O,IE,0.730887,0.422197,0.356819,0.309621,0.725503,0.531477,0.400333,0.67787,0.79047,0.60932,0.625936,0.612906,0.723122,0.818011,1831.13
56864,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,I,D,A,B,F,E,G,E,B,BI,EG,A,G,I,A,J,HA,0.553846,0.199504,0.26357,0.696873,0.302678,0.402816,0.359894,0.23688,0.43731,0.50556,0.359572,0.352251,0.301535,0.208216,1020.99
57364,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,B,D,E,C,A,P,F,A,A,A,G,F,G,F,B,AB,CL,C,AP,BC,E,K,HK,0.474338,0.488789,0.280933,0.864586,0.68211,0.417611,0.347261,0.58354,0.5063,0.39068,0.457203,0.447145,0.312885,0.354788,1860.28
57684,A,B,B,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,A,B,C,B,B,D,A,A,B,A,A,C,D,C,E,E,A,D,L,Q,A,A,D,E,J,F,A,BI,EG,A,G,AE,A,J,CK,0.282512,0.620805,0.711159,0.412789,0.422268,0.211915,0.310367,0.29758,0.34365,0.30529,0.24541,0.241676,0.222124,0.20998,4884.68
58375,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,H,D,A,A,G,F,G,E,B,AB,BC,E,J,Q,A,I,HK,0.653344,0.078346,0.356819,0.705434,0.281143,0.417325,0.337373,0.49462,0.521,0.59869,0.5078,0.496565,0.293178,0.382755,1044.75
58964,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,B,E,E,H,F,B,BI,EB,A,AS,AE,J,K,DJ,0.480125,0.422197,0.484196,0.373816,0.302678,0.317735,0.338809,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.732669,1308.29
59029,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,A,C,T,K,A,A,A,I,D,F,H,G,BI,CS,A,AS,AD,N,N,IH,0.827421,0.488789,0.120071,0.493605,0.281143,0.776142,0.541146,0.73713,0.86398,0.7877,0.434083,0.424625,0.751507,0.725056,5918.31
59510,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,A,D,T,H,F,A,A,K,G,F,K,K,BI,BC,C,AS,S,A,Q,MD,0.640095,0.620805,0.317666,0.83884,0.777274,0.812925,0.602091,0.66201,0.64681,0.68039,0.872013,0.862189,0.820538,0.708408,2173.47
60699,B,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,G,D,T,F,F,A,A,L,F,F,I,K,BI,EG,C,E,AD,A,P,JR,0.838708,0.199504,0.215772,0.309621,0.372405,0.856084,0.777303,0.80438,0.81945,0.80218,0.797841,0.821749,0.846403,0.820518,6586.3
61090,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,D,A,K,F,D,D,A,C,E,K,L,A,BI,EE,A,AA,AV,A,L,CB,0.057987,0.488789,0.592681,0.176921,0.281143,0.199994,0.325454,0.23688,0.22234,0.20496,0.180456,0.178698,0.282249,0.622641,861.61
61346,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,B,A,C,D,D,E,E,A,P,I,I,A,A,D,E,J,H,B,AT,EL,A,AV,AK,A,L,CS,0.311557,0.620805,0.527991,0.195483,0.281143,0.235381,0.313014,0.3026,0.31581,0.27777,0.239678,0.236124,0.339244,0.318193,1779.64
63030,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,A,A,A,A,H,E,G,I,F,BI,BC,A,AN,S,F,M,HX,0.636078,0.199504,0.280933,0.761209,0.534484,0.611915,0.466274,0.5245,0.64873,0.79139,0.511698,0.500382,0.689974,0.286939,1000.33
63589,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,N,D,A,A,E,F,H,F,B,BI,BT,G,AF,AX,A,K,DP,0.497513,0.785784,0.54977,0.452887,0.499798,0.350956,0.364454,0.58354,0.44352,0.39599,0.341813,0.352251,0.342239,0.221048,2686.8
63913,A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,A,B,C,B,D,C,A,A,A,B,A,C,C,C,E,C,D,T,L,F,A,A,K,G,F,K,E,BI,CL,C,F,I,A,P,LM,0.536592,0.422197,0.280933,0.775744,0.281143,0.741764,0.750665,0.45289,0.521,0.65072,0.797841,0.785706,0.768525,0.74054,9332.28
63993,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,C,B,B,C,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,I,A,A,C,K,E,E,I,G,BI,EB,A,AA,Y,A,P,LO,0.872274,0.422197,0.26357,0.62377,0.635304,0.889474,0.675897,0.80438,0.90264,0.80218,0.644013,0.785706,0.851532,0.629497,5135.65
64140,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,B,B,C,A,B,B,B,A,A,A,G,H,D,D,C,E,C,A,N,G,A,A,A,E,E,H,F,B,BI,EB,G,AS,AS,A,K,DF,0.441242,0.422197,0.54977,0.383428,0.491114,0.347214,0.430162,0.51256,0.36285,0.36458,0.307628,0.301921,0.30435,0.740029,5373.28
64143,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,B,B,B,D,B,B,C,B,D,B,D,A,A,B,A,D,B,C,E,A,C,T,J,A,A,A,I,E,G,I,G,BI,EG,A,AS,AD,J,N,IH,0.671496,0.358319,0.139862,0.493605,0.281143,0.626335,0.318773,0.73247,0.64296,0.7877,0.415029,0.443374,0.751507,0.712391,2596.6
64591,B,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,G,A,B,E,F,I,H,B,BI,CS,A,E,AW,A,L,DJ,0.347403,0.681761,0.54977,0.327354,0.659095,0.285312,0.281489,0.42345,0.33237,0.32935,0.334828,0.328268,0.363547,0.809819,918.19
64633,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,D,C,B,A,D,A,A,B,B,H,D,B,C,E,C,A,J,F,A,B,A,K,I,E,C,H,BI,BT,A,U,K,A,F,LY,0.327952,0.036553,0.215772,0.802892,0.281143,0.386243,0.726572,0.2732,0.20953,0.39599,0.678924,0.785706,0.09856,0.29793,4029.27
64836,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,G,A,A,A,D,E,J,H,B,BI,EG,G,AF,BM,A,L,CK,0.330514,0.737068,0.61366,0.473202,0.908217,0.240069,0.283691,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.216971,6995.67
64940,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,C,C,E,C,D,T,L,G,A,A,G,F,G,K,K,BI,BT,A,N,AX,A,Q,HK,0.383696,0.199504,0.57136,0.432728,0.281143,0.655553,0.594714,0.54829,0.38249,0.29595,0.6075,0.630853,0.660756,0.602658,2196.44
65015,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,C,A,B,D,D,A,A,A,G,H,D,D,C,E,A,D,T,F,F,A,F,G,F,E,I,K,BI,CL,A,P,L,A,N,HQ,0.694098,0.785784,0.745801,0.782772,0.372405,0.808048,0.637405,0.93151,0.64103,0.78396,0.74582,0.753252,0.712318,0.531033,6894.87
66173,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,B,B,B,C,B,D,B,A,A,A,A,A,D,C,C,D,A,D,T,G,A,A,A,K,F,F,L,K,BI,EG,K,J,L,A,P,LN,0.586522,0.299102,0.230975,0.761209,0.281143,0.829824,0.742768,0.82598,0.58325,0.80218,0.757468,0.74464,0.856518,0.381369,3697.55
66191,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,B,C,B,D,B,A,A,B,A,A,C,D,C,E,C,D,T,I,A,C,A,E,E,H,K,K,BI,CM,A,J,AF,C,N,GK,0.403067,0.620805,0.527991,0.236924,0.295397,0.507115,0.41943,0.29758,0.38249,0.59869,0.352419,0.387819,0.660756,0.392562,1507.55
66546,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,L,F,A,A,H,D,G,J,K,BI,BC,A,E,Y,A,P,GE,0.465671,0.061,0.080909,0.50382,0.281143,0.639178,0.45267,0.56011,0.4895,0.36974,0.281701,0.301921,0.627148,0.821789,2159.49
66670,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,D,B,B,B,B,B,A,C,B,C,D,A,A,A,A,A,D,B,E,E,A,E,R,G,A,D,E,G,E,H,J,F,K,DW,A,AG,S,A,M,HG,0.474338,0.422197,0.246911,0.679338,0.38056,0.560041,0.332426,0.42345,0.52728,0.79139,0.377724,0.369858,0.689974,0.786077,5180.46
67048,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,G,A,A,C,D,D,H,E,B,BQ,U,A,AH,BM,A,J,DC,0.465671,0.199504,0.336963,0.483397,0.689594,0.303881,0.356898,0.36083,0.36091,0.36458,0.225753,0.222634,0.26115,0.234758,2239.92
67318,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,B,H,D,B,C,E,G,C,T,F,A,A,B,P,F,E,I,G,BI,EG,A,U,L,A,J,MP,0.859486,0.299102,0.094942,0.722125,0.281143,0.925162,0.574294,0.84251,0.8538,0.99463,0.880469,0.871011,0.854872,0.301094,2079.23
